id,id_municipio,nome_fantasia,bairro,logradouro
2771,280030,US JOSE QUINTILIANO DA FONSECA SOBRAL CIDADE NOVA,CIDADE NOVA,SANTA TEREZINHA - S/N
2798,280030,US JOSE AUGUSTO BARRETO JAPAOZINHO,JAPAOZINHO,AV EUCLIDES FIGUEIREDO - S/N
2836,280030,US LAURO DANTAS HORA BUGIO,BUGIO,RUA PROJETADA - S/N
2844,280030,US ONESIMO PINTO FILHO JARDIM CENTENARIO,JARDIM CENTENARIO,AVENIDA RADIALISTA JOSE DA SILVA LIMA - S/N
3093,280030,US NICEU DANTAS MOSQUEIRO,MOSQUEIRO,RUA DOS NAUFRAGOS - S/N
3115,280030,US AVILA NABUCO MEDICI,LUZIA,RUA O - S/N
3123,280030,US IRMA CARIDADE ALOQUE,JABOTIANA,RUA PRINCIPAL - 101
3344,280030,US PORTO DANTAS,PORTO DANTAS,RUA ANTONIO DOS SANTOS - 468
3387,280030,US RENATO MAZZE LUCAS LAMARAO,SANTOS DUMONT,RUA CAPITAO MANOEL GOMES - 590
3395,280030,US CARLOS HARDMAN CORTES SOLEDADE,SOLEDADE,AVENIDA CARLOS MARQUES - S/N
3409,280030,US JOAO DE OLIVEIRA SOBRAL SANTOS DUMONT,SANTOS DUMONT,RUA SENHOR DO BOMFIM - S/N
3425,280030,US JOAO BEZERRA AREIA BRANCA,AREIA BRANCA,ROD JOAO ALVES BEZERRA - S/N
3492,280030,US OSWALDO DE SOUZA,GETULIO VARGAS,TV ADALTO BOTELHO - S/N
3506,280030,US CARLOS FERNANDES DE MELO LAMARAO,LAMARAO,AV LAMARAO - S/N
3603,280030,US EUNICE BARBOSA DE OLIVEIRA,COQUEIRAL,RUA BEIRA RIO - 92
3867,292740,UBS PROF EDUARDO ARAUJO,VALE DA PEDRINHAS,AVENIDA VALE DAS PEDRINHAS - S/N
3883,292740,UBS RAMIRO DE AZEVEDO,NAZARE,PRACA D PEDRO II CAMPO DA POLVORA - 08
3964,292740,UBS PROF MARIO ANDREA,SETE PORTAS,RUA FORTUNATO BENJAMIN SABACK - S/N
3999,292740,UBS MARIA DA CONCEICAO SANTIAGO IMBASSAY,PAU MIUDO,RUA MARQUES DE MARICA - S/N
4014,292740,USF PROFESSOR SABINO SILVA,NORDESTE AMARALINA,RUA REINALDO DE MATOS - S/N
4022,292740,USF PROF EDUARDO MAMEDE,MUSSURUNGA I,SETOR E CAMINHO 16 - S/N
4030,292740,UBS RODRIGO ARGOLO,TANCREDO NEVES,RUA PERNAMBUCO - S/N
4111,292740,UBS SETE DE ABRIL,SETE DE ABRIL,RUA DA FELICIA - S/N
4154,292740,UBS ALFREDO BUREAU,IMBUI,RUA JAIME SAPOLNIK - S/N
4197,292740,UBS VIRGILIO DE CARVALHO,BONFIM,RUA DUARTE DA COSTA - S/N
4219,292740,UBS MINISTRO ALKIMIN,MASSARANDUBA,RUA LOPES TROVAO - S/N
4243,292740,UBS CASTELO BRANCO,CASTELO BRANCO,RUA A 3 ETAPA - S/N
4332,292740,UBS PIRES DA VEIGA,PAU DA LIMA,RUA JAIME VIEIRA LIMA - S/N
4359,292740,UBS OSVALDO CALDAS CAMPOS SANTA CRUZ,SANTA CRUZ,RUA DR ARMANDO COLAVOLPE - S/N
4383,292740,UBS 19 CENTRO DE SAUDE PELOURINHO,BAIXA DOS SAPATEIROS,AVENIDA JJ SEABRA - 147
4413,292740,UBS DE MATA ESCURA,MATA ESCURA,RUA JARDIM PAMPULHA - S/N
4448,292740,UBS DO CSU PERNAMBUES,PERNAMBUES,RUA TOMAZ GONZAGA - 150
4545,292740,UBS SANTO ANTONIO,SANTO ANTONIO,PRACA DOS 15 MISTERIOS - 238
4561,292740,USF IVONE SILVEIRA CALABAR,CALABAR,RUA MARIA PINHO - S/N
4596,292740,UBS PROF BEZERRA LOPES,LIBERDADE,RUA LIMA E SILVA - 217
4618,292740,USF CAJAZEIRAS X,CAJAZEIRAS X,RUA MINISTRO APOLONIO SALES RUA D QUADRA D SETOR 2 - S/N
4758,292740,UBS DRA CECY DE ANDRADE,CASTELO BRANCO,RUA GENARO DE CARVALHO - S/N
4766,292740,UBS DR CESAR DE ARAUJO,BOCA DO RIO,RUA MANOEL QUARESMA - 008
4804,292740,UBS DR ORLANDO IMBASSAHY,BAIRRO DA PAZ,RUA TANCREDO NEVES - S/N
4839,292740,UBS PROF JOSE MARIANE,ITAPOAN,AV DORIVAL CAYME - S/N
4855,292740,UBS DR PERICLES LARANJEIRAS,FAZ GRANDE DO RETIRO,RUA DAS PITANGUEIRAS - 32
4898,292740,USF PROF HUMBERTO CASTRO LIMA PERNAMBUEZINHO,PERNAMBUES,RUA TOMAS GONZAGA - S/N
4901,292740,UBS NOVA BRASILIA,NOVA BRASILIA,RUA NELSON LACERDA - S/N
5193,292740,USF URSULA CATHARINO GARCIA,GARCIA,RUA QUINTINO BOCAIUVA - 08
5207,292740,USF DOM AVELAR,DOM AVELAR,RUA DAS PAULINAS - S/N
5223,292740,UBS EUNISIO COELHO TEIXEIRA,SABOEIRO,RUA JURUCUTUS - S/N
5231,292740,USF DEP CRISTOVAO FERREIRA SARAMANDAIA,SARAMANDAIA,RUA DA HORTA - S/N
5258,292740,USF SANTA MONICA,SANTA MONICA,RUA ARISTIDES DE OLIVEIRA - 3401
5266,292740,USF PARQUE DE PITUACU,PITUACU,RUA ARAUJO BASTOS - 100
5282,292740,USF CAJAZEIRAS IV,CAJAZEIRAS,RUA ALVARO DA FRANCA ROCHA CONJ CAJAZEIRAS IV - S/N
5347,292740,USF ALTO DO COQUEIRINHO,ALTO COQUEIRINHO,PRACA SERGIO BRITO - S/N
6416,292740,UBS ARENOSO,ARENOSO,RUA DIRETA DO ARENOSO - 100
6424,292740,UBS SAO CRISTOVAO,SAO CRISTOVAO,RUA ALTO DA BOA VISTA - 02
6769,292740,USF ALTO DE COUTOS,ALTO DE COUTOS,TRAVESSA DOIS DE JULHO - S/N
6777,292740,USF JAQUEIRA DO CARNEIRO,FAZENDA GRANDE DO RE,RUA JAQUEIRA DO CARNEIRO - S/N
6785,292740,UBS MARECHAL RONDON,MARECHAL RONDON,RUA VICENTE CELESTINO PRACA MARECHAL RONDON - S/N
6793,292740,USF NOSSA SENHORA DE GUADALUPE ALTO DO PERU,ALTO DO PERU,2 TRAVESSA DO ORIENTE - S/N
6807,292740,USF SANTA LUZIA,ENG VELHO DE BROTAS,RUA ALMIRANTE ALVES CAMARA - 112
6815,292740,UBS SAO GONCALO,FEDERACAO,AVENIDA CARDEAL DA SILVA - S/N
6823,292740,UBS SAO JUDAS TADEU,PAU MIUDO,RUA PROFESSOR SUEIRO - S/N
6831,292740,UBS MANOEL VITORINO,BROTAS,AV D JOAO VI PROXIMO AO BRADESCO - 450
6858,292740,USF FIAIS,SANTA LUZIA DO LOBAT,RUA VOLUNTARIOS DA PATRIA - 67
6866,292740,USF DO ALTO DAS POMBAS,FEDERACAO,RUA NOSSA SENHORA DE FATIMA - S/N
6890,292740,USF DE BARREIRAS,BARREIRAS,RUA FERNANDO PEDREIRA - 240
6912,292740,UBS DE CALABETAO,CALABETAO,RUA CLERISTON ANDRADE - S/N
6920,292740,UBS NOVO MAROTINHO,NOVO MAROTINHO,ESTRADA VELHA DO AEROPORTO - S/N
6939,292740,USF JOANES CENTRO OESTE HAMESA,LOBATO,CONJ JOANES CENTRO OESTE QUADRA 18 LOTE 17 - S/N
6955,292740,USF DE BEIRA MANGUE,SAO BARTOLOMEU,AV AFRANIO PEIXOTO - S/N
6963,292740,USF ILHA AMARELA,ILHA AMARELA,RUA BOA ESPERANCA - S/N
6971,292740,USF ALTO DO CRUZEIRO,ALTO DO CRUZEIRO,RUA CAMPO DA BOLA - S/N
6998,292740,UBS DE ENGOMADEIRA,ENGOMADEIRA,RUA DIRETA DA ENGOMADEIRA - S/N
7021,292740,UBS NELSON PIAUHY DOURADO,AGUAS CLARAS,RUA ENDEO NASCIMENTO - S/N
7676,150240,FUNASA CENTRO DE SAUDE DE CASTANHAL,CENTRO,RUA SENADOR ANTONIO LEMOS - 358
7692,150240,USF DR LUIS CHARLET,SAUDADE,RUA 28 DE JANEIRO - 513
7706,150240,USF SAO JOAO 1 E 2,JADERLANDIA,RUA FRANCISO PEREIRA DA SILVA - S/N
7722,150240,USF MARIA TEREZA GODOT DA SILVA,APEU,RUA AUGUSTO MONTENEGRO - S/N
7730,150240,USF CASTELO BRANCO,AGROVILA C BRANCO,AGROVILA DE CASTELO BRANCO - S/N
7749,150240,USF RAIMUNDO BRILHANTE CUNHA,AGROVILA STEREZINHA,AGROVILA SANTA TEREZINHA - S/N
7757,150240,USF BACABAL,AGROVILA BACABAL,AGROVILA BACABAL - S/N
7765,150240,USF FRANCISCO CORREA,AGROVILA F CORREA,AGROVILA FRANCISCO CORREA - S/N
7773,150240,USF JOAO MARINALDO A VIANA,SAUDADE,TV DA FLORESTA - S/N
7781,150240,USF JOSE OLIMPIO DE BRITO,IANETAMA,RUA MARIA GORETH - 1284
7803,150240,USF JOSE PEDRO ALVES,SAO JOSE,RUA PEDRO PORPINO - 77
7811,150240,USF MACAPAZINHO,AGROVILA MACAPAZINHO,AGROVILA MACAPAZINHO - S/N
7846,150240,USF SARAH MARTINS,APEU,AV BARAO DO RIO BRANCO - S/N
7854,150240,POSTO DE SAUDE HILARIO DOS REIS E SILVA,AGROVILA DE CAMPINAS,AGROVILA DE CAMPINAS - S/N
7870,150240,USF JOSE ALVES DE SOUZA,FONTE BOA,RUA ONZE - S/N
7889,150240,USF ZIULALIA LEAO LUNA,PROPIRA,AL DAS ACACIAS - S/N
7919,150240,USF CALUCIA,AGROVILA CALUCIA,AGROVILA CALUCIA - S/N
7935,150240,POSTO DE SAUDE IRACEMA,AGROVILA IRACEMA,AGROVILA IRACEMA - S/N
7943,150240,POSTO DE SAUDE ITAQUI,AGROVILA ITAQUI,AGROVILA ITAQUI - S/N
7951,150240,POSTO DE SAUDE NAZARE,AGROVILA NAZARE,AGROVILA NAZARE - S/N
7986,150240,USF 3 DE OUTUBRO,AGROVILA 3DE OUTUBRO,AGROVILA 3 DE OUTUBRO - S/N
7994,150240,POSTO DE SAUDE BOA VISTA,AGROVILA BOA VISTA,AGROVILA BOA VISTA - S/N
8001,150240,POSTO DE SAUDE SAO LUCAS,AGROVILA SAO LUCAS,AGROVILA SAO LUCAS - S/N
8095,353440,UBS DARCY ALVES E ROBALINHO,VIL SAO JOSE,AVENIDA SAO JOSE - 1189
8109,353440,UBS SYLVIO JOAO L DE LUCIA,JARDIM ELVIRA,RUA JOAO FLORENCIO FONTES - 261
8117,353440,UBS MARIA GIRADE CURY,JD NOVO OSASCO,RUA THEOFILO MUNHOZ VAQUEIRO - 60
8125,353440,UBS LUCIANO RODRIGUES COSTA,JAD ROBERTO,PRACA MARIA JOSE DA SILVEIRA - S/N
8133,353440,UBS VILA MENCK,VIL MENCK,R RIBEIRAO PIRES - S/N
8168,353440,UBS MARIA GATTI GIGLIO,JD DAS FLORES,AV DAS FLORES - 849
8176,353440,UBS NEYDE ALVES DA SILVA,CIDADE DAS FLORES,RUA AMEIXEIRA - 100
8184,353440,UBS CAROLINA MARIA DE JESUS,JAGUARIBE,RUA JOSE DE ALMEIDA VARGAS - 122
8206,353440,UBS SANTA MARIA GORETTI,VIL ALIANCA,AV ANALICE SAKATAUSKAS - 145
8214,353440,UBS JOSE HILARIO DOS SANTOS,JD PIRATININGA,RUA AMADOR BUENO - 505
8222,353440,UBS VASCO DA ROCHA LEAO,JAD VELOSO,RUA JOSE PATROCINIO - 188
8230,353440,UBS GETULINO JOSE DIAS,PADROEIRA II,RUA JOANA PEREIRA DIAS - 75
8249,353440,UBS ANUNCIATA DE LUCIA,VIL ISABEL,RUA SAO JORGE - 285
8257,353440,UBS OTACILIO FIRMINO LOPES,VIL NOVA AYROSA,RUA GRANADA - 400
8265,353440,UBS FRANCISCA LIMA DE LIRA,PORTAL DOESTE,RUA JUSCELINO KUBITSCHEK DE OLIVEIRA - 300
8273,353440,UBS PE GUERRINO RICIOTTI,VIL DOS REMEDIOS,RUA SANTO UBALDO - 51
8281,353440,UBS MARIA PIA DE OLIVEIRA,JAD MAURINOPOLIS,RUA SATURNO - 48
8303,353440,UBS JOSE FRANCISCO REZENDE,VIL YOLANDA,RUA CONCEICAO SIGLIANO - 195
8311,353440,UBS SANTA GEMA GALGANI,PRES ALTINO,RUA ALBINO JOSE FREIXEDA - 109
8338,353440,UBS HELENA MARREY,ROCHDALE,RUA ALVILANDIA - 231
8346,353440,UBS FRANCISCO DIAS DA SILVA,VIL QUITAUNA,RUA MAL EDGAR DE OLIVEIRA - 800
8354,353440,UBS IRMA AGUEDA MARIA JAIME,JAD CONCEICAO,R ALAGOANA - 100
8362,353440,UBS RAIMUNDA CAVALCANTE DE SOUZA,MUNHOZ JR,RUA PROFESSORA ADELAIDE ESCOBAR BUENO - 730
8370,353440,UBS JOSE SABINO FERREIRA,JD BARONESA,RUA LUIS GATTI - 344
8397,353440,UBS ODUVALDO MAGLIO,CAMPESINA,RUA ANSELMO PEDRO DE MEDEIROS - 77
8400,353440,UBS DR ADAUTO RIBEIRO,JAD TRES MONTANHAS,RUA SERRA DO RONCADOR - 62
8419,353440,UBS LIA BUARQUE DE MACEDO GASPARINI,VILA DA CONQUISTA,AVENIDA CLOVIS ASSAF - 460
8427,353440,UBS GUILHERMINA DE NOBREGA ABREU,CJ DOS METALURGICOS,AV EXPEDITO IZIDIO DE ANDRADE - 30
8508,354780,UBS DR MOYSES FUCS,JARDIM SANTO ANTONIO,RUA ALEXANDRETA - 180
8524,354780,UBS PARANAPIACABA,PARANAPIACABA,AVENIDA FFORD - S/N
8532,354780,UBS UTINGA,VILA METALURGICA,ALAMEDA MEXICO - S/N
8567,354780,UBS JARDIM BOM PASTOR,JARDIM BOM PASTOR,RUA JOSE DANGELO - 35
8575,354780,UBS VILA LINDA,VILA LINDA,RUA INGA - 97
8583,354780,UBS VILA LUCINDA,VILA LUCINDA,RUA CACONDE - S/N
8591,354780,UBS CAMPESTRE,CAMPESTRE,RUA DAS FIGUEIRAS - 2716
8605,354780,UBS BAIRRO PARAISO,JARDIM JAMAICA,RUA JUQUIA - 256
8613,354780,UBS VILA PALMARES,VILA PALMARES,PRACA AUREA - 234
8621,354780,UBS PARQUE DAS NACOES,PARQUE DAS NACOES,PRACA WALDEMAR SOARES - S/N
8648,354780,UBS VILA HUMAITA,VILA HUMAITA,RUA FERNANDO DE MASCARENHAS - 191
8656,354780,UBS PARQUE NOVO ORATORIO,PARQUE ORATORIO,RUA TUNISIA - S/N
8664,354780,UBS CIDADE SAO JORGE,PARQUE MARAJOARA,AVENIDA SAO PAULO - 800
8672,354780,UBS PARQUE JOAO RAMALHO,PARQUE JOAO RAMALHO,RUA MARAGOGIPE - S/N
8680,354780,UBS VILA HELENA,VILA HELENA,AV ANDRADE NEVES - 1082
8699,354780,UBS JARDIM IRENE,VILA JOAO RAMALHO,ESTRADA DA CATA PRETA - 552
8702,354780,UBS JARDIM CARLA,CONDOMINIO MARACANA,RUA JOSE DE ALENCAR - S/N
8710,354780,UBS CENTRO DE SAUDE ESCOLA,PARQUE NOVO ORATORIO,RUA IRLANDA - 700
8761,354780,UBS CENTREVILLE MARIA APARECIDA CESARIO DE OLIVEIRA,CENTREVILLE,RUA BEZERRA DE MENEZES - 340
8788,354780,UBS VILA LUZITA,VILA LUZITA,AVN DOM PEDRO I - 4197
8826,354780,UBS JARDIM ALVORADA,JARDIM ALVORADA,RUA DOUTOR ALMENOR JARDIM SILVEIRA - S/N
8850,354780,UBS PARQUE ANDREENSE,PARQUE REPRESA BILLI,RUA IBERTIOGA - S/N
8885,354780,UBS RECREIO DA BORDA DO CAMPO,RECREIO BORDA CAMPO,AVENIDA MICO LEAO DOURADO - 2452
8931,354780,UBS JARDIM ITAPOAN ANA MARIA,JARDIM ANA MARIA,RUA OTAVIO MANGABEIRA - 331
8958,354780,UBS CENTRO,CENTRO,RUA CAMPOS SALES - 575
8990,354990,UBS SANTANA,SANTANA,AVENIDA RUI BARBOSA - 2455
9024,354990,UBS CENTRO II,JARDIM NOVA AMERICA,AV ANCHIETA - 1069
9032,354990,UBS COLONIAL,COLONIAL,RUA JOSE RIBEIRO BASTOS - 185
9040,354990,UBS NOVO HORIZONTE,PQ NOVO HORIZONTE,AVENIDA TANCREDO NEVES - 5500
9059,354990,UBS VILA TESOURO,VILA TESOURO,PRACA ASSIS CHATEAUBRIAND - 110
9067,354990,UBS BUQUIRINHA,BUQUIRINHA,RUA JOSE MENDONCA DA COSTA - 82
9075,354990,UBS CHACARAS REUNIDAS,CHACARAS REUNIDAS,PRACA CARIRI - 104
9083,354990,UBS JARDIM TELESPARK,JARDIM TELESPARK,RUA BENEDITO PEREIRA LIMA - 210
9091,354990,UBS JARDIM MORUMBI,JARDIM MORUMBI,AVENIDA ELISIO GALDINO SOBRINHO - 08
9105,354990,UBS VISTA VERDE,VISTA VERDE,RUA BRASILIA - 135
9113,354990,UBS JARDIM DA GRANJA,JARDIM DA GRANJA,RUA URANO - 85
9148,354990,UBS JARDIM PAULISTA,JARDIM PAULISTA,RUA MARTINS PEREIRA - 263
9156,354990,UBS VILA NAIR,VILA LETONIA,RUA SUECIA - 50
9164,354990,UPA SAO FRANCISCO XAVIER,CENTRO,RUA 15 DE NOVEMBGRO - S/N
9172,354990,UBS JARDIM SATELITE,JARDIM SATELITE,AVENIDA ANDROMEDA - 1960
9180,354990,UBS BONSUCESSO,BONSUCESSO,ESTRADA DO BONSUCESSO - 13
9199,354990,UBS JARDIM NOVA DETROIT,JARDIM NOVA DETROIT,RUA JOSE PEDRO - 321
9202,354990,UBS PUTIM,SANTO ONOFRE,RUA ROBERTO APARECIDO CRUZ - 100
9210,354990,UBS VILA MARIA,VILA MARIA,RUA SAO PEDRO - 55
9229,354990,UBS JARDIM ORIENTE,JARDIM ORIENTE,RUA SENJU OTA - 40
9237,354990,UBS VILA PAIVA,VILA PAIVA,RUA JOAO PEDRO DA ROCHA - 181
9245,354990,UBS LIMOEIRO,LIMOEIRO,RUA CORIFEU DE AZEVEDO MARQUES - 3350
9253,354990,UBS EUGENIO DE MELO,EUGENIO DE MELO,RUA CHICO BUQUIRA - 411
9261,354990,UBS JARDIM AMERICANO,JARDIM AMERICANO,RUA JULIA CURSINO - 161
9326,354990,UBS CENTRO I,CENTRO,RUA CORONEL JOSE MONTEIRO - 407
9377,354990,UBS VILA INDUSTRIAL E TATETUBA,VILA TATETUBA,RUA MIZAEL MARCAL - 190
9385,354990,UBS JARDIM SANTA INES II,JARDIM SANTA INES II,RUA DOS CIRURGIOES DENTISTAS - 215
9393,354990,UBS PARQUE INDUSTRIAL,PARQUE INDUSTRIAL,RUA GOIANIA - 495
9407,354990,UBS ALTO DA PONTE,ALTO DA PONTE,RUA ALZIRO LEBRAO - S/N
9415,354990,UBS BOSQUE DOS EUCALIPTOS,BOSQUE DOS EUCALIPTO,RUA MARIA PALMIRA FERREIRA IVO - 155
9423,354990,UBS JARDIM DAS INDUSTRIAS,JD DAS INDUSTRIAS,RUA PIRASSUNUNGA - 130
9458,354990,UBS CAMPO DOS ALEMAES,CAMPO DOS ALEMAES,RUA JOSE IZALTINO SILVA - S/N
9466,354990,UBS PARAISO DO SOL,PARAISO DO SOL,RUA DR JOAO GOMES BATISTA NETO - 172
9474,354990,UBS PARQUE INTERLAGOS,PARQUE INTERLAGOS,RUA IBIRAJARA RAIMUNDO DE SOUZA - 225
